index,data
7816,"[24, 10, 57, 62, 30, 18, 3, 49, 4, 37]"
7817,"[61, 56, 14, 33, 69, 71, 7, 13, 46, 41]"
7818,"[58, 66, 78, 50, 26, 46, 68, 71, 79, 23]"
7819,"[54, 51, 67, 29, 53, 78, 10, 72, 55, 28]"
7820,"[22, 42, 53, 70, 30, 66, 57, 33, 74, 64]"
7821,"[66, 61, 57, 63, 33, 49, 76, 11, 28, 26]"
7822,"[11, 71, 77, 79, 5, 10, 52, 3, 68, 70]"
7823,"[72, 20, 29, 40, 36, 8, 46, 41, 14, 71]"
7824,"[23, 51, 61, 66, 15, 62, 33, 72, 19, 49]"
7825,"[7, 2, 32, 58, 57, 37, 23, 15, 22, 1]"
7826,"[45, 39, 72, 22, 20, 66, 28, 41, 51, 54]"
7827,"[36, 79, 65, 61, 49, 24, 8, 73, 38, 68]"
7828,"[8, 65, 10, 70, 53, 52, 77, 44, 76, 63]"
7829,"[79, 28, 29, 76, 12, 55, 41, 59, 73, 15]"
7830,"[8, 44, 73, 34, 15, 24, 37, 53, 18, 76]"
7831,"[27, 14, 31, 36, 13, 48, 64, 28, 74, 67]"
7832,"[72, 65, 73, 23, 4, 25, 66, 30, 76, 48]"
7833,"[62, 38, 9, 20, 2, 11, 71, 72, 5, 18]"
7834,"[61, 60, 44, 58, 25, 19, 75, 57, 46, 70]"
7835,"[6, 68, 38, 54, 61, 51, 59, 17, 52, 16]"
7836,"[60, 2, 67, 31, 48, 30, 61, 15, 78, 43]"
7837,"[18, 24, 76, 48, 60, 73, 32, 66, 46, 65]"
7838,"[74, 58, 1, 5, 3, 64, 6, 18, 52, 79]"
7839,"[18, 69, 62, 53, 16, 40, 48, 19, 10, 59]"
7840,"[67, 53, 52, 61, 29, 55, 78, 46, 14, 43]"
7841,"[13, 65, 59, 26, 50, 49, 6, 15, 4, 68]"
7842,"[55, 62, 46, 43, 12, 60, 35, 72, 70, 61]"
7843,"[24, 63, 45, 41, 57, 44, 53, 69, 31, 79]"
7844,"[35, 21, 12, 49, 23, 75, 22, 63, 4, 79]"
7845,"[49, 37, 19, 28, 73, 9, 17, 39, 2, 22]"
7846,"[31, 44, 29, 56, 64, 39, 9, 60, 76, 48]"
7847,"[14, 59, 12, 69, 40, 23, 79, 55, 72, 36]"
7848,"[43, 53, 36, 58, 2, 55, 26, 31, 17, 49]"
7849,"[59, 31, 17, 78, 69, 56, 13, 29, 16, 19]"
7850,"[47, 12, 27, 38, 23, 58, 18, 49, 29, 48]"
7851,"[38, 66, 47, 27, 36, 12, 53, 61, 57, 45]"
7852,"[14, 48, 67, 65, 77, 55, 2, 79, 71, 42]"
7853,"[47, 51, 62, 58, 76, 9, 38, 2, 45, 31]"
7854,"[9, 49, 63, 23, 20, 14, 42, 3, 74, 77]"
7855,"[74, 8, 64, 75, 73, 56, 19, 28, 80, 71]"
7856,"[25, 76, 61, 10, 46, 12, 5, 18, 74, 57]"
7857,"[4, 66, 44, 47, 74, 73, 78, 41, 58, 45]"
7858,"[18, 78, 43, 41, 33, 25, 40, 53, 2, 19]"
7859,"[69, 51, 29, 18, 23, 13, 65, 30, 44, 74]"
7860,"[36, 29, 56, 33, 12, 44, 7, 9, 26, 67]"
7861,"[34, 26, 65, 17, 30, 73, 77, 32, 10, 75]"
7862,"[3, 72, 60, 32, 1, 44, 7, 69, 28, 5]"
7863,"[24, 46, 73, 33, 26, 45, 69, 79, 18, 77]"
7864,"[57, 33, 44, 75, 51, 80, 40, 70, 42, 66]"
7865,"[21, 69, 64, 26, 50, 58, 68, 56, 11, 52]"
7866,"[38, 74, 48, 78, 55, 61, 30, 69, 9, 24]"
7867,"[74, 29, 18, 49, 47, 72, 75, 56, 31, 11]"
7868,"[34, 63, 5, 55, 72, 14, 80, 43, 29, 13]"
7869,"[19, 44, 20, 60, 37, 64, 27, 67, 23, 47]"
7870,"[35, 31, 72, 29, 5, 28, 45, 58, 65, 61]"
7871,"[80, 2, 6, 64, 27, 5, 39, 21, 15, 68]"
7872,"[32, 33, 11, 78, 8, 24, 14, 54, 5, 10]"
7873,"[62, 73, 38, 61, 43, 45, 2, 21, 76, 80]"
7874,"[23, 19, 46, 68, 20, 30, 14, 38, 15, 12]"
7875,"[40, 2, 51, 68, 28, 21, 4, 9, 29, 26]"
7876,"[80, 43, 55, 59, 58, 78, 77, 15, 73, 49]"
7877,"[79, 75, 61, 44, 58, 45, 24, 72, 14, 32]"
7878,"[2, 68, 70, 60, 1, 67, 36, 58, 23, 26]"
7879,"[30, 80, 76, 38, 61, 29, 71, 47, 19, 34]"
7880,"[61, 11, 47, 53, 46, 3, 74, 30, 72, 58]"
7881,"[43, 55, 13, 44, 53, 56, 48, 9, 15, 46]"
7882,"[22, 51, 31, 55, 44, 47, 78, 56, 18, 24]"
7883,"[10, 72, 29, 52, 9, 80, 38, 66, 5, 34]"
7884,"[38, 4, 65, 80, 3, 50, 56, 24, 44, 33]"
7885,"[43, 28, 15, 48, 77, 5, 7, 2, 34, 51]"
7886,"[36, 26, 2, 14, 79, 5, 56, 46, 61, 43]"
7887,"[56, 26, 24, 32, 36, 14, 7, 13, 76, 61]"
7888,"[47, 55, 6, 79, 69, 72, 25, 15, 12, 52]"
7889,"[33, 73, 4, 47, 32, 43, 79, 26, 68, 8]"
7890,"[10, 27, 9, 6, 30, 73, 1, 66, 37, 33]"
7891,"[14, 16, 56, 77, 29, 31, 61, 17, 48, 36]"
7892,"[17, 40, 64, 78, 76, 35, 36, 58, 72, 75]"
7893,"[18, 64, 66, 31, 22, 72, 25, 63, 8, 5]"
7894,"[51, 9, 12, 15, 40, 23, 14, 29, 75, 22]"
7895,"[70, 26, 61, 50, 8, 18, 1, 32, 78, 34]"
7896,"[42, 44, 24, 8, 64, 73, 23, 4, 15, 25]"
7897,"[3, 60, 13, 43, 24, 61, 57, 30, 20, 9]"
7898,"[60, 76, 22, 48, 30, 47, 21, 25, 23, 29]"
7899,"[52, 53, 31, 51, 62, 36, 72, 6, 30, 29]"
7900,"[77, 70, 7, 8, 57, 26, 66, 39, 71, 25]"
7901,"[33, 79, 78, 70, 21, 77, 11, 67, 7, 22]"
7902,"[33, 61, 49, 11, 34, 55, 28, 21, 47, 78]"
7903,"[77, 55, 19, 63, 17, 59, 4, 35, 1, 5]"
7904,"[34, 42, 64, 47, 24, 73, 25, 40, 10, 45]"
7905,"[60, 6, 28, 69, 21, 13, 27, 1, 14, 8]"
7906,"[13, 15, 80, 59, 49, 31, 17, 26, 46, 21]"
7907,"[18, 31, 63, 29, 20, 1, 10, 44, 58, 50]"
7908,"[51, 63, 37, 44, 52, 1, 53, 43, 76, 19]"
7909,"[57, 37, 61, 30, 4, 63, 29, 75, 41, 74]"
7910,"[50, 42, 37, 39, 80, 59, 54, 72, 69, 2]"
7911,"[73, 64, 71, 55, 34, 2, 65, 43, 1, 16]"
7912,"[24, 23, 34, 10, 48, 44, 62, 59, 75, 41]"
7913,"[42, 74, 9, 4, 56, 23, 33, 40, 37, 66]"
7914,"[59, 33, 38, 48, 75, 50, 32, 53, 31, 65]"
7915,"[72, 57, 23, 4, 17, 47, 73, 19, 7, 34]"
7916,"[24, 43, 10, 31, 59, 78, 27, 19, 62, 80]"
7917,"[80, 5, 13, 18, 30, 7, 52, 29, 43, 33]"
7918,"[66, 33, 54, 43, 50, 19, 3, 8, 77, 44]"
7919,"[11, 46, 64, 33, 14, 2, 60, 37, 24, 48]"
7920,"[69, 24, 48, 58, 76, 30, 66, 60, 72, 35]"
7921,"[33, 67, 8, 42, 27, 40, 29, 16, 32, 17]"
7922,"[55, 63, 73, 54, 39, 77, 8, 7, 23, 18]"
7923,"[72, 49, 52, 12, 14, 45, 34, 36, 66, 38]"
7924,"[23, 50, 32, 35, 41, 51, 65, 58, 61, 67]"
7925,"[57, 6, 3, 65, 31, 54, 29, 50, 74, 70]"
7926,"[50, 30, 9, 61, 33, 57, 22, 15, 51, 31]"
7927,"[7, 28, 66, 64, 80, 57, 20, 56, 4, 54]"
7928,"[2, 11, 3, 1, 63, 28, 40, 22, 78, 73]"
7929,"[78, 29, 27, 9, 65, 7, 6, 19, 30, 73]"
7930,"[71, 73, 79, 57, 68, 66, 5, 67, 11, 8]"
7931,"[36, 12, 13, 63, 10, 23, 6, 59, 32, 16]"
7932,"[44, 11, 63, 10, 69, 50, 17, 8, 62, 37]"
7933,"[9, 48, 67, 39, 66, 76, 28, 40, 62, 44]"
7934,"[45, 53, 32, 16, 44, 78, 47, 59, 64, 41]"
7935,"[28, 6, 57, 38, 18, 32, 14, 16, 35, 25]"
7936,"[57, 30, 36, 10, 25, 75, 63, 27, 52, 20]"
7937,"[75, 80, 15, 41, 7, 50, 52, 64, 17, 43]"
7938,"[9, 77, 32, 18, 37, 22, 41, 34, 20, 4]"
7939,"[18, 7, 74, 39, 34, 55, 33, 13, 30, 20]"
7940,"[38, 29, 26, 28, 21, 41, 59, 62, 58, 53]"
7941,"[59, 48, 2, 43, 45, 67, 49, 38, 15, 32]"
7942,"[19, 58, 52, 65, 45, 33, 18, 67, 16, 61]"
7943,"[15, 14, 16, 38, 70, 75, 12, 11, 78, 77]"
7944,"[30, 70, 69, 61, 42, 56, 64, 40, 71, 76]"
7945,"[8, 57, 27, 72, 9, 62, 24, 15, 12, 23]"
7946,"[69, 19, 40, 24, 36, 21, 58, 68, 22, 75]"
7947,"[55, 75, 37, 4, 6, 13, 57, 50, 8, 70]"
7948,"[45, 59, 41, 64, 76, 7, 17, 19, 74, 43]"
7949,"[67, 72, 47, 50, 8, 54, 45, 36, 2, 33]"
7950,"[34, 27, 78, 18, 79, 20, 70, 61, 38, 40]"
7951,"[17, 57, 53, 2, 73, 56, 64, 79, 22, 55]"
7952,"[80, 66, 28, 32, 2, 67, 13, 43, 23, 76]"
7953,"[2, 13, 73, 37, 35, 38, 61, 3, 57, 50]"
7954,"[18, 55, 73, 46, 38, 35, 48, 80, 17, 53]"
7955,"[75, 15, 25, 27, 20, 54, 29, 8, 52, 67]"
7956,"[21, 65, 80, 20, 79, 55, 27, 2, 12, 18]"
7957,"[54, 55, 72, 4, 69, 10, 1, 22, 5, 30]"
7958,"[31, 34, 45, 19, 40, 56, 50, 67, 54, 11]"
7959,"[1, 43, 59, 7, 2, 49, 46, 61, 45, 47]"
7960,"[33, 12, 31, 23, 74, 63, 68, 35, 77, 70]"
7961,"[40, 14, 45, 18, 5, 3, 57, 78, 12, 41]"
7962,"[6, 22, 49, 31, 67, 41, 79, 63, 21, 25]"
7963,"[12, 59, 1, 50, 31, 48, 29, 37, 7, 45]"
7964,"[52, 63, 14, 57, 66, 39, 18, 64, 79, 35]"
7965,"[69, 48, 80, 44, 50, 7, 78, 33, 34, 27]"
7966,"[2, 19, 1, 62, 79, 18, 4, 35, 55, 51]"
7967,"[58, 69, 75, 8, 13, 79, 12, 14, 66, 44]"
7968,"[19, 60, 37, 34, 63, 42, 40, 31, 65, 22]"
7969,"[27, 58, 57, 22, 56, 21, 2, 50, 18, 64]"
7970,"[5, 77, 10, 14, 3, 29, 11, 12, 4, 27]"
7971,"[26, 78, 53, 74, 24, 70, 71, 65, 17, 61]"
7972,"[63, 14, 17, 16, 66, 19, 10, 58, 13, 53]"
7973,"[71, 60, 48, 52, 55, 44, 75, 4, 35, 30]"
7974,"[14, 25, 38, 39, 18, 48, 71, 33, 41, 55]"
7975,"[78, 45, 57, 10, 2, 62, 39, 37, 8, 22]"
7976,"[4, 65, 6, 60, 25, 22, 72, 48, 49, 20]"
7977,"[41, 27, 53, 64, 7, 43, 24, 18, 3, 55]"
7978,"[30, 37, 3, 69, 64, 12, 53, 32, 65, 16]"
7979,"[55, 34, 14, 16, 64, 70, 48, 63, 56, 53]"
7980,"[67, 34, 6, 73, 3, 19, 35, 64, 51, 33]"
7981,"[54, 59, 80, 6, 70, 44, 17, 50, 5, 68]"
7982,"[57, 53, 51, 30, 11, 56, 41, 35, 28, 44]"
7983,"[57, 18, 30, 41, 26, 74, 24, 76, 10, 20]"
7984,"[72, 16, 45, 15, 55, 19, 58, 46, 50, 13]"
7985,"[65, 27, 11, 29, 73, 30, 10, 47, 19, 68]"
7986,"[37, 14, 6, 1, 32, 18, 33, 4, 44, 61]"
7987,"[30, 43, 21, 11, 37, 14, 66, 35, 74, 57]"
7988,"[38, 66, 50, 75, 77, 18, 68, 23, 78, 48]"
7989,"[13, 70, 27, 51, 1, 9, 36, 65, 23, 22]"
7990,"[19, 73, 63, 77, 72, 5, 8, 50, 64, 44]"
7991,"[3, 41, 30, 7, 79, 23, 69, 67, 60, 53]"
7992,"[65, 46, 62, 19, 36, 1, 78, 80, 47, 29]"
7993,"[43, 34, 9, 7, 3, 72, 45, 8, 58, 22]"
7994,"[62, 48, 19, 8, 37, 1, 13, 38, 11, 16]"
7995,"[45, 63, 54, 51, 47, 41, 49, 16, 44, 62]"
7996,"[78, 16, 17, 64, 26, 48, 75, 53, 6, 68]"
7997,"[73, 19, 69, 58, 47, 14, 30, 77, 15, 80]"
7998,"[15, 29, 74, 1, 79, 63, 56, 51, 73, 75]"
7999,"[37, 22, 47, 13, 30, 60, 44, 61, 70, 79]"
8000,"[76, 25, 17, 7, 26, 23, 15, 5, 32, 19]"
8001,"[51, 23, 72, 16, 50, 40, 35, 39, 9, 19]"
8002,"[53, 27, 34, 48, 71, 15, 19, 43, 77, 23]"
8003,"[46, 56, 42, 65, 66, 76, 53, 73, 34, 41]"
8004,"[34, 53, 33, 76, 51, 19, 39, 56, 41, 40]"
8005,"[42, 79, 73, 69, 7, 64, 60, 24, 15, 33]"
8006,"[78, 14, 6, 18, 61, 65, 74, 66, 17, 3]"
8007,"[46, 14, 24, 54, 29, 62, 66, 51, 10, 12]"
8008,"[21, 45, 22, 24, 66, 50, 15, 80, 31, 72]"
8009,"[79, 35, 15, 77, 37, 3, 41, 69, 44, 26]"
8010,"[36, 62, 65, 12, 50, 48, 11, 80, 70, 29]"
8011,"[13, 48, 44, 2, 38, 23, 6, 36, 69, 9]"
8012,"[7, 64, 71, 26, 33, 23, 4, 50, 30, 41]"
8013,"[32, 22, 43, 15, 62, 30, 46, 48, 33, 10]"
8014,"[36, 60, 61, 33, 68, 6, 45, 15, 79, 10]"
8015,"[67, 75, 18, 26, 58, 76, 4, 27, 7, 78]"
8016,"[74, 65, 60, 9, 22, 57, 36, 40, 42, 35]"
8017,"[69, 43, 39, 71, 68, 49, 8, 21, 12, 77]"
8018,"[77, 41, 31, 59, 45, 61, 75, 11, 14, 30]"
8019,"[46, 35, 23, 28, 5, 24, 45, 15, 9, 48]"
8020,"[6, 9, 33, 19, 14, 72, 39, 15, 5, 23]"
8021,"[20, 15, 34, 53, 59, 29, 24, 13, 43, 51]"
8022,"[38, 79, 62, 68, 66, 5, 75, 18, 6, 30]"
8023,"[4, 62, 39, 56, 21, 41, 23, 17, 78, 70]"
8024,"[46, 43, 74, 54, 50, 28, 58, 34, 13, 4]"
8025,"[31, 7, 39, 21, 10, 43, 70, 9, 52, 49]"
8026,"[76, 17, 73, 2, 38, 42, 33, 39, 34, 30]"
8027,"[28, 42, 4, 45, 13, 32, 12, 71, 56, 27]"
8028,"[61, 2, 53, 29, 40, 23, 46, 35, 58, 12]"
8029,"[19, 69, 55, 9, 76, 75, 1, 29, 74, 5]"
8030,"[14, 62, 29, 38, 44, 1, 65, 63, 50, 33]"
8031,"[46, 8, 37, 16, 68, 51, 47, 79, 36, 77]"
8032,"[13, 61, 68, 33, 64, 12, 25, 56, 54, 77]"
8033,"[57, 31, 48, 26, 46, 58, 28, 8, 52, 34]"
8034,"[71, 33, 12, 32, 48, 65, 22, 69, 28, 70]"
8035,"[47, 60, 6, 46, 39, 61, 13, 43, 74, 79]"
8036,"[40, 47, 2, 48, 36, 21, 11, 66, 50, 49]"
8037,"[12, 13, 8, 44, 68, 59, 70, 79, 24, 63]"
8038,"[60, 43, 42, 7, 48, 41, 73, 51, 75, 79]"
8039,"[70, 27, 25, 10, 45, 79, 11, 40, 30, 61]"
8040,"[28, 54, 51, 38, 29, 70, 58, 43, 47, 8]"
8041,"[79, 62, 61, 28, 67, 43, 12, 37, 2, 46]"
8042,"[40, 53, 35, 64, 11, 34, 70, 38, 80, 49]"
8043,"[26, 44, 14, 40, 18, 41, 66, 60, 52, 21]"
8044,"[35, 68, 58, 78, 26, 4, 7, 2, 63, 53]"
8045,"[15, 78, 6, 36, 68, 26, 28, 5, 80, 39]"
8046,"[56, 21, 77, 14, 20, 62, 1, 11, 72, 28]"
8047,"[49, 58, 44, 67, 72, 63, 66, 56, 77, 24]"
8048,"[15, 57, 3, 42, 25, 23, 59, 71, 56, 30]"
8049,"[70, 35, 46, 69, 49, 43, 32, 1, 63, 2]"
8050,"[50, 35, 55, 26, 12, 46, 14, 7, 59, 79]"
8051,"[73, 77, 6, 23, 30, 14, 80, 15, 59, 27]"
8052,"[46, 12, 74, 58, 5, 18, 9, 75, 38, 26]"
8053,"[73, 49, 67, 62, 66, 19, 56, 42, 51, 3]"
8054,"[7, 26, 52, 51, 48, 43, 16, 4, 18, 56]"
8055,"[7, 59, 56, 57, 11, 36, 5, 71, 15, 77]"
8056,"[21, 16, 58, 13, 62, 43, 71, 18, 24, 44]"
8057,"[4, 64, 13, 2, 26, 67, 15, 22, 71, 70]"
8058,"[21, 78, 41, 23, 7, 11, 14, 15, 31, 26]"
8059,"[71, 61, 13, 22, 33, 35, 39, 54, 7, 26]"
8060,"[46, 31, 30, 32, 19, 8, 61, 78, 16, 69]"
8061,"[70, 19, 24, 34, 38, 80, 52, 67, 75, 47]"
8062,"[71, 45, 6, 38, 44, 56, 53, 68, 54, 55]"
8063,"[43, 59, 13, 53, 67, 72, 28, 39, 8, 17]"
8064,"[48, 20, 19, 34, 67, 80, 21, 57, 39, 2]"
8065,"[24, 22, 53, 19, 15, 16, 9, 77, 54, 80]"
8066,"[68, 54, 43, 74, 7, 21, 57, 28, 39, 55]"
8067,"[49, 8, 39, 16, 23, 41, 75, 34, 5, 56]"
8068,"[38, 39, 13, 11, 50, 69, 75, 57, 16, 68]"
8069,"[74, 76, 65, 46, 25, 50, 71, 10, 66, 48]"
8070,"[19, 25, 8, 33, 41, 2, 72, 57, 71, 10]"
8071,"[24, 22, 78, 6, 46, 16, 8, 57, 51, 45]"
8072,"[59, 60, 23, 74, 35, 37, 21, 73, 33, 57]"
8073,"[47, 71, 68, 22, 38, 23, 25, 52, 39, 45]"
8074,"[15, 68, 25, 44, 6, 57, 4, 79, 21, 11]"
8075,"[34, 80, 38, 47, 61, 69, 52, 29, 21, 37]"
8076,"[41, 67, 12, 19, 76, 20, 53, 25, 66, 39]"
8077,"[58, 54, 63, 26, 25, 48, 5, 14, 50, 21]"
8078,"[3, 24, 72, 78, 54, 66, 30, 50, 61, 1]"
8079,"[73, 77, 41, 40, 46, 62, 75, 60, 66, 25]"
8080,"[39, 66, 53, 43, 9, 57, 26, 48, 77, 17]"
8081,"[64, 20, 44, 80, 61, 14, 60, 36, 65, 70]"
8082,"[11, 35, 2, 29, 73, 39, 66, 37, 48, 63]"
8083,"[37, 14, 72, 20, 35, 32, 19, 46, 58, 51]"
8084,"[58, 34, 8, 39, 74, 18, 47, 24, 7, 27]"
8085,"[36, 38, 76, 56, 62, 70, 27, 71, 13, 9]"
8086,"[35, 65, 17, 71, 23, 4, 67, 75, 42, 58]"
8087,"[2, 58, 39, 77, 50, 76, 31, 32, 3, 20]"
8088,"[45, 54, 20, 38, 9, 76, 56, 48, 31, 24]"
8089,"[9, 22, 21, 42, 8, 58, 1, 64, 62, 37]"
8090,"[40, 47, 2, 26, 37, 67, 52, 24, 8, 66]"
8091,"[59, 30, 68, 71, 67, 39, 37, 43, 29, 5]"
8092,"[68, 72, 26, 10, 52, 37, 36, 48, 49, 45]"
8093,"[8, 38, 36, 10, 51, 26, 39, 17, 57, 43]"
8094,"[61, 35, 74, 72, 1, 34, 68, 64, 24, 8]"
8095,"[66, 64, 52, 70, 24, 55, 29, 36, 5, 49]"
8096,"[76, 48, 44, 32, 41, 35, 55, 69, 46, 74]"
8097,"[27, 28, 45, 41, 29, 48, 23, 25, 12, 73]"
8098,"[37, 77, 68, 31, 73, 1, 66, 50, 40, 58]"
8099,"[38, 42, 49, 67, 76, 16, 22, 33, 60, 78]"
8100,"[39, 24, 69, 22, 26, 75, 5, 3, 55, 17]"
8101,"[69, 11, 54, 14, 18, 57, 72, 33, 27, 13]"
8102,"[4, 9, 40, 56, 57, 63, 31, 43, 58, 35]"
8103,"[75, 9, 66, 6, 80, 5, 69, 22, 61, 31]"
8104,"[54, 72, 40, 49, 59, 37, 33, 36, 28, 10]"
8105,"[8, 31, 14, 69, 55, 26, 57, 23, 6, 25]"
8106,"[52, 29, 18, 17, 79, 22, 1, 73, 50, 71]"
8107,"[36, 19, 11, 77, 25, 63, 64, 32, 31, 53]"
8108,"[6, 23, 48, 66, 45, 65, 7, 43, 17, 70]"
8109,"[50, 39, 17, 29, 5, 9, 16, 23, 34, 71]"
8110,"[76, 66, 34, 30, 25, 51, 48, 20, 79, 63]"
8111,"[29, 16, 52, 28, 79, 37, 21, 31, 62, 14]"
8112,"[28, 63, 21, 22, 78, 54, 5, 4, 36, 18]"
8113,"[32, 31, 43, 41, 67, 57, 15, 6, 65, 56]"
8114,"[8, 43, 1, 64, 67, 5, 47, 75, 73, 27]"
8115,"[79, 61, 29, 52, 7, 24, 4, 51, 80, 16]"
8116,"[34, 27, 38, 21, 25, 60, 74, 50, 16, 72]"
8117,"[16, 32, 75, 25, 63, 41, 17, 70, 59, 54]"
8118,"[42, 69, 43, 26, 75, 47, 51, 72, 11, 31]"
8119,"[37, 21, 66, 6, 40, 3, 1, 52, 23, 63]"
8120,"[47, 68, 4, 26, 31, 39, 49, 46, 33, 77]"
8121,"[68, 60, 17, 43, 38, 57, 80, 34, 25, 28]"
8122,"[19, 32, 12, 53, 58, 35, 67, 14, 47, 15]"
8123,"[33, 12, 39, 36, 8, 49, 74, 4, 56, 77]"
8124,"[25, 77, 40, 23, 17, 3, 50, 72, 69, 6]"
8125,"[51, 41, 60, 62, 64, 23, 39, 42, 19, 17]"
8126,"[20, 38, 28, 63, 33, 6, 37, 78, 74, 68]"
8127,"[42, 7, 25, 52, 24, 65, 69, 72, 27, 32]"
8128,"[4, 72, 12, 16, 57, 19, 52, 47, 28, 51]"
8129,"[16, 11, 68, 24, 64, 44, 19, 12, 23, 48]"
8130,"[49, 24, 65, 43, 55, 8, 44, 50, 6, 41]"
8131,"[46, 38, 43, 79, 80, 60, 72, 58, 32, 48]"
8132,"[9, 79, 73, 45, 22, 66, 39, 77, 5, 14]"
8133,"[51, 29, 77, 79, 19, 65, 13, 43, 54, 35]"
8134,"[80, 31, 51, 17, 58, 13, 70, 62, 56, 42]"
8135,"[24, 35, 9, 78, 71, 57, 5, 80, 26, 60]"
8136,"[23, 16, 58, 50, 56, 42, 60, 61, 53, 52]"
8137,"[1, 13, 77, 27, 18, 21, 9, 42, 55, 34]"
8138,"[39, 78, 13, 58, 2, 4, 67, 33, 49, 10]"
8139,"[2, 39, 22, 21, 14, 38, 17, 57, 54, 51]"
8140,"[50, 29, 1, 73, 69, 40, 2, 36, 52, 20]"
8141,"[40, 75, 59, 33, 51, 78, 48, 32, 53, 63]"
8142,"[37, 31, 54, 4, 24, 66, 50, 1, 16, 65]"
8143,"[24, 72, 63, 23, 43, 16, 29, 27, 7, 30]"
8144,"[11, 50, 65, 24, 76, 21, 46, 1, 42, 43]"
8145,"[31, 36, 57, 37, 44, 21, 76, 28, 4, 22]"
8146,"[53, 40, 43, 64, 18, 36, 68, 49, 29, 37]"
8147,"[61, 71, 57, 35, 67, 21, 9, 28, 12, 66]"
8148,"[42, 45, 12, 25, 71, 15, 1, 53, 63, 34]"
8149,"[57, 71, 76, 63, 54, 21, 77, 9, 65, 60]"
8150,"[67, 69, 23, 43, 78, 46, 45, 30, 72, 79]"
8151,"[22, 69, 76, 7, 77, 46, 2, 17, 55, 5]"
8152,"[26, 9, 55, 77, 74, 58, 61, 39, 5, 60]"
8153,"[26, 10, 49, 30, 74, 78, 72, 50, 27, 67]"
8154,"[62, 8, 35, 50, 46, 7, 25, 72, 37, 60]"
8155,"[18, 71, 65, 19, 34, 63, 14, 56, 80, 66]"
8156,"[79, 5, 2, 80, 9, 61, 48, 74, 72, 43]"
8157,"[33, 41, 11, 60, 69, 37, 32, 12, 58, 77]"
8158,"[14, 59, 7, 12, 72, 4, 78, 23, 61, 65]"
8159,"[23, 44, 19, 77, 61, 64, 72, 62, 35, 5]"
8160,"[69, 72, 16, 52, 58, 2, 80, 37, 55, 74]"
8161,"[11, 26, 2, 15, 78, 41, 28, 75, 67, 48]"
8162,"[52, 17, 70, 10, 45, 24, 34, 57, 2, 19]"
8163,"[48, 26, 51, 31, 24, 28, 5, 53, 9, 72]"
8164,"[76, 4, 72, 46, 5, 78, 14, 68, 34, 41]"
8165,"[18, 80, 63, 57, 49, 26, 33, 56, 36, 15]"
8166,"[53, 71, 43, 68, 3, 76, 16, 30, 12, 78]"
8167,"[14, 20, 5, 9, 28, 40, 63, 18, 49, 22]"
8168,"[26, 2, 12, 73, 70, 47, 10, 38, 49, 6]"
8169,"[23, 44, 61, 51, 65, 76, 68, 16, 27, 50]"
8170,"[25, 3, 57, 32, 19, 36, 12, 45, 77, 55]"
8171,"[78, 1, 67, 13, 76, 32, 60, 11, 18, 43]"
8172,"[78, 6, 18, 24, 71, 25, 36, 37, 15, 9]"
8173,"[26, 64, 11, 75, 61, 36, 57, 47, 80, 58]"
8174,"[58, 45, 4, 40, 11, 73, 67, 53, 3, 16]"
8175,"[11, 10, 30, 17, 53, 16, 52, 43, 49, 67]"
8176,"[69, 71, 16, 2, 75, 5, 76, 53, 12, 21]"
8177,"[13, 26, 11, 25, 5, 78, 37, 6, 1, 66]"
8178,"[77, 22, 16, 6, 15, 51, 49, 65, 40, 42]"
8179,"[22, 76, 13, 47, 54, 5, 44, 62, 70, 16]"
8180,"[66, 50, 72, 48, 21, 79, 26, 13, 6, 44]"
8181,"[4, 13, 27, 10, 74, 46, 60, 32, 12, 24]"
8182,"[27, 16, 36, 49, 48, 6, 67, 30, 77, 54]"
8183,"[25, 63, 6, 52, 51, 31, 33, 23, 38, 47]"
8184,"[16, 29, 19, 66, 71, 4, 35, 6, 28, 11]"
8185,"[78, 22, 38, 74, 60, 63, 28, 11, 16, 30]"
8186,"[5, 25, 57, 51, 29, 48, 6, 50, 8, 17]"
8187,"[46, 34, 2, 39, 52, 8, 60, 76, 65, 35]"
8188,"[14, 21, 8, 22, 70, 65, 76, 41, 44, 69]"
8189,"[72, 23, 57, 29, 51, 8, 77, 70, 45, 43]"
8190,"[21, 10, 36, 43, 25, 48, 37, 76, 56, 49]"
8191,"[35, 22, 41, 37, 2, 68, 80, 10, 52, 59]"
8192,"[10, 2, 5, 23, 19, 53, 14, 16, 45, 43]"
8193,"[48, 47, 45, 10, 43, 19, 11, 40, 76, 80]"
8194,"[62, 57, 69, 33, 53, 11, 76, 43, 28, 65]"
8195,"[44, 3, 76, 4, 27, 16, 20, 28, 30, 6]"
8196,"[41, 6, 18, 1, 78, 5, 61, 34, 33, 8]"
8197,"[14, 28, 19, 33, 42, 74, 64, 4, 68, 1]"
8198,"[39, 15, 21, 44, 20, 8, 77, 13, 2, 70]"
8199,"[44, 43, 41, 53, 26, 16, 50, 64, 39, 76]"
8200,"[69, 39, 51, 1, 27, 73, 12, 15, 44, 55]"
8201,"[42, 48, 19, 50, 58, 75, 6, 60, 25, 39]"
8202,"[47, 44, 21, 42, 19, 24, 32, 75, 59, 9]"
8203,"[34, 67, 41, 11, 25, 2, 54, 42, 26, 33]"
